,Sentence,Label,Solved conflict
273,"The government favors them naturally—”the most feathers for the least squawk.” And those radical forces, who may have nothing else in common with this government, favor them on the ground of doctrine.
",1,False
274,"They are for anything that tends directly or indirectly to get the government into business, for that leads to state ownership of the means of production.
",0,False
275,"They preach a gospel of the responsibility of the state to administer happiness, not because the state should, not because they themselves would prefer the kind of state that does, but simply that the state can.
",1,False
276,"Whether old-age pensions would be cheaper than poorhouses is a question which, even if it is permissible, cannot be determined as a matter of fact.
",0,False
277,"In enlightened states it runs even higher.
",0,False
278,"“Cities have assumed new obligations,” writes Lent Upson, director of the Detroit Bureau of Governmental Research.
",0,False
279,"What should or should not be is a question that belongs to argument.
",0,False
280,"Increasingly, as it may seem, irresistibly, we are using public credit to create an indigent caste, indigence becoming more and more comfortable until for many it may seem a goal; then a very great dependent caste referred to as people in the “lower income ranges,” who, without being indigent at all, are yet dependent upon public credit for security, for modern housing, for care in illness, protection in health, economic insurance, amusement and guidance; then a social-service caste to mind the indigent and oversee the dependent.
",1,False
281,"It is imperative to reduce the cost of government by measure—that is, to make the tax dollar buy more than before.
",1,False
282,"Nobody can answer that.
",1,False
283,"We have not considered what kind of state that would be, much less to decide if we want it.
",1,False
284,"One day’s work in every four belongs to government.
",1,False
285,"The cost of government rises faster than the national income when the national income is rising.
",0,False
286,"It is superficial wherein it aims only to abate a very acute pain in the taxpayer’s pocket, and if anyone supposes that reducing the cost of government by economy and greater efficiency will limit government itself, it is elusive at the crucial point.
",1,False
287,"This pain is the terror of government because it arrests its growth.
",1,False
288,"The structure of government is by strata, beginning with innumerable small local units, such as boroughs, townships, school districts, improvement districts, and so on, each one exercising the tax power; rising thence to counties, cities and states.
",0,False
289,"It is well known that a cow milked by a few expert hands in a regular manner will give more milk than the same cow milked in a haphazard manner by the neighborhood.
",0,False
290,"Moreover, as the report of the White House Conference on Child Health and Protection said,  It is unquestionably better policy to spend more money today in helping the handicapped child to help himself than it is to spend many times as much tomorrow in supporting him at public expense.
",0,False
291,"It is my hope that the Congress, which has seen fit to provide $2 billion to protect the banking interests of the United States, will see the necessity of passing this legislation to protect the old people.
",1,False
292,"The same spirit that moves old-age pensions has been improving the poorhouses.
",0,False
293,"Its poorhouse is a municipal colony, governed by the idea, says the magazine of the New Jersey League of Municipalities, that as a refuge for the unfortunate it differs from people’s homes “only in its larger facilities and the greater number of its inhabitants.
",0,False
294,"Yet this unction is by most of us undeserved; it comes after the fact, with some sourness in it.
",1,False
295,"Many originate with educational, recreational and sociological enthusiasts … These enthusiasts usually start by stating that such and such neighboring city has a certain public service or improvement; therefore, we ought to have it.
",0,False
296,"No particular kind of state is sacred, nor is any particular doctrine of wealth, but it is all the more dangerous to be going this road with no theory of either the kind of state it leads to or what shall be the status of private wealth within it.
",1,False
297,"Hence the passion for public borrowing.
",1,False
298,"Not only are all these ideas of refuge and solution in public credit to some degree plausible; very often they are of good and wistful intention.
",1,False
299,"Yet suppose differently.
",0,False
300,"It is clear, however, that in passing these responsibilities to government we should be exchanging freedom for something else as yet unnamed.
",1,False
301,"It rises even faster when the national income is falling.
",0,False
302,"And at the top the federal government, with no authority over the sovereign states, would very much like to come to an understanding about taxation, because more and more Federal and state taxes collide at the same source, as with the income tax, which now some states are using in competition with the federal government.
",0,False
303,"It takes a higher rate of taxation to produce a given amount of revenue.
",0,False
304,"Now suppose that under stress of abnormal public revenue the structure of government is somewhat rationalized and that by such means as economy and efficiency the cost of government by measure is much reduced.
",1,False
305,"Suppose it.
",0,False
306,"Now, much more potent are the forces acting upon a definite political doctrine.
",1,False
307,"For the same reason they protest lightly or not at all against the use of public credit to save the private banking structure, for that will tend to bring about state control of credit.
",0,False
308,"Everyone knows that impulse.
",1,False
309,"At the recent national conference of the American Association for Old Age Security, Representative Connery,4 who is moving an old-age pension bill in Congress, said,  Evidence was introduced before the House Committee to show that the cost of old-age pensions would be much less to the states and municipalities than is the present cost of the workhouse institutions.
",0,False
310,"Every resource to soften its institutional features has been used, including motion-picture shows, concerts, an extensive library, pool tables, newspapers, magazines.” It is really a better place to live than many of the private homes taxed to support it.
",1,False
311,"But when one expresses a timid doubt regarding the necessity for such and such a project because of the expense, these boosters argue, “The public demands it,” when, as a matter of fact, they themselves originated the scheme… Further tax-boosting influences emanate from the “per capita” or “model” standards.
",1,False
312,"Obviously, we cannot continue in this direction without consequences either disastrous in fact or revolutionary in principle.
",1,False
313,"There is a crisis in the economics of human welfare.
",0,False
314,"But the risk is real.
",1,False
315,"It may be that we are done with the anarchy of prices which we have so long justified by supposing a law of supply and demand.
",1,False
316,"Hilaire Belloc, in his book The Servile State, defined that something else as economic status.
",0,False
317,"We speak here of all government—national, state, city and local—from Washington above down to the counties, townships, boroughs and districts, all exercising the tax power.
",0,False
318,"“Take the case of New York,” he says.
",0,False
319,"Observe another strange bedfellowship.
",1,False
320,"“But where do many of these governmental elaborations come from?” asks the secretary of the Des Moines Bureau of Municipal Research.
",0,False
321,"They borrowed the money, and now the problem of Detroit is what to do about its debt.
",0,False
322,"Out of the city’s own resources, unaided by creditors, the people of Detroit could not have enjoyed these benefits of social service.
",0,False
323,"In a recent report on the “new poor,” made by the Welfare Council of New York City, there is a reference to “the mental infection of dependency.” This was upon the investigation of unemployment relief.
",0,False
324,"And he cites, for example, one state where the state income tax, which has just been doubled, plus the new and higher Federal income tax, will amount to more than one-fifth of a personal income above $12,000 a year, rising to more than three-fifths of a personal income above $100,000 a year.
",0,False
325,"With a national income of not more than $60 billion this year, we are obliged to buy more government than we bought with a national income of nearly $90 billion in 1929; moreover, in this depression, we are obliged to buy a good deal of it on the deferred-payment plan.
",0,False
326,"There will be an enormous increase of public revenue, as there was after the war from the carry-over of the wartime taxes.
",0,True
327,"Such a boss as this now commands the support, first, of all the beneficiaries of social service; secondly, of all who promote and live by social service; thirdly, of those whose doctrine is to take and give; and he has still his machine as it was before.
",1,True
328,"As if the taxpayer were willing, for the sake of some immediate relief, to increase the load of those who come next.
",1,True
329,"In all of these ways we are exchanging freedom for something else—for security, for status, for refuge from the terrors of individual responsibility.
",1,True
330,"What relief does the taxpayer imagine?
",1,True
331,"A third formation of forces moving in a parallel manner to absorb the national income by extension of government is made up of practical reformers, idealists, good-government people, with or without any political theory.
",1,True
332,"Whether this would be all for the best, or otherwise, is not yet the point.
",1,True
333,"The first thought will be that the war did it—the war itself and the after costs of the war in such things as veterans’ relief, pensions and national defense.
",1,True
334,"That state has sixty-two counties and sixty cities … In addition there are 932 towns, 507 villages, and, at the last count, 9,600 school districts … Just try to render efficient service … amid the diffused identities and inevitable jealousies of, roughly, 11,000 independent administrative officers or boards!
",1,True
335,"What it means is extension of government—not bad government only but good and bad together.
",1,True
336,"They have not only tolerated but given encouragement to an ever-expanding cost of government.
",1,True
337,"That is to say, we have not consciously intended it.
",0,True
338,"There cannot even be a discussion of it until we see clearly where we are going.
",1,True
339,"That is to say, corrupt government tends to limit and defeat itself.
",1,True
340,"Not less government; only as much government as before for less money.
",1,True
341,"Creditors are hard, yes; only, suppose there had been no creditors to borrow from.
",1,True
342,"That when railroads, in a crisis, are unable to meet their interest charges, it becomes a function of government to save them with loans of public credit, as through the Reconstruction Finance Corporation, not for the sake of any railroad as such, but because if the railroads go bankrupt the savings banks, the insurance companies and many thousands of investors who hold railroad bonds will be hurt.
",0,True
343,"The more efficient government is, the less it costs per measure, all the faster it may be extended without producing that very acute pain in the taxpayer’s pocket.
",1,True
344,"All the public treasuries will be rich.
",1,True
345,"Who so mean that he will not himself be taxed, who so mindful of wealth that he will not favor increasing the popular taxes, in aid of these defective children?
",1,True
346,"Any alternative would be revolutionary in principle, such as, for example, as for the state to appropriate all wealth and administer it directly.
",1,True
347,"But what of American individualism?
",1,True
348,"(Related: Australian COVID-19 test kit manufacturer recalls 195,000 at-home kits due to high rate of false positives.)
",0,False
349,"The decline is not predicted to last long, however, as the combination of waning COVID-19 immunity and colder weather on the horizon will see more people heading indoors, which could send the infections back up.
",0,False
350,"“There’ll be a rise in hospitalization and mortality, but not as high proportionally to the rise in cases simply because many of us – the majority of Americans right now – have been either infected or vaccinated or both, so we have some immunity,” he said.
",0,False
351,"He posted this question: “I don’t think it’s unreasonable to think that we’ve had about 100 million infections the past three months, so why couldn’t that happen again in winter?”",0,False
352,"Dr. Anthony Fauci has been warning of a “likely” fall surge as early as April.
",0,False
353,"University of Washington epidemiologist Ali Mokdad predicted a rise in reported COVID-19 cases.
",0,False
354,"It insisted that replenishing the existing stockpile of at-home tests will help meet some testing needs in the months ahead and will put the U.S. in a better position to manage a potential increase in testing demand in the fall and winter.
",0,False
355,"The trend is expected to reverse as soon as next month.
",0,False
356,"President Joe Biden’s administration has repeatedly – and unsuccessfully – asked Congress for more pandemic funding.
",0,False
357,"COVID cases decreasing in September  COVID-19 cases have actually been decreasing in September, after plateauing during the summer months at over 100,000 cases each day.
",0,False
358,"The Biden administration predicted nearly 100 million Americans getting infections in the fall and winter, warning that the number was a median estimate and many more cases are possible, especially if a new variant appears.
",0,False
359,"Last week, it requested $22.4 billion in emergency funding for the fall.
",0,False
360,"This will be the third fall with COVID-19, and while infections and deaths still remain elevated, much of society has returned to a semi-normal state, with children heading back to school and offices bustling with workers.
",0,False
361,"Big Pharma companies are known allies of Democrats, so one can easily figure out where this leads.
",1,False
362,"In a statement, the White House said: “The administration is acting, within its limited funding, to increase the supply of at-home COVID-19 tests in the Strategic National Stockpile (SNS) by purchasing over 100 million additional at-home, rapid tests from domestic manufacturers.”
",0,False
363,"The administration also warned that it would be unable to provide enough tests, vaccines, and treatments without more funding.
",0,False
364,"However, Mokdad warned that while the Biden administration’s projections remain feasible, the currently dominant variant – omicron – still remains very contagious.
",0,False
365,"Meanwhile, Johns Hopkins Bloomberg School of Public Health epidemiologist Dr. David Dowdy said it is possible that the U.S. will see a number of cases similar to the latest surge.
",0,False
366,"But the White House and mainstream media will try to avoid that kind of conversation.
",1,False
367,"In fact, the White House said this is only a short-term solution to the problem.
",0,False
368,"iSteve commenter BosTex writes:  I-94 in Saint Paul is a racist road.
",1,False
369,"But let’s look at a map of a once famously black place, Compton, CA, home of West Coast gangsta rap.
",0,False
370,"Say your city has just two freeways, built at right angles that meet in the middle of town.
",0,False
371,"The freeways take up an increasing percentage of the city surface as you go from the outskirts to the interchange near the center.
",0,False
372,"I-93 in Boston is kind of a racist road in that it skirts Roxbury and cuts it off from the terrible racists in South Boston and all the South Boston magic dirt which makes Southie perfectly great to live in and walk around in at 2 AM (unlike Roxbury) and access to the South Boston beaches, which is bad because we know that black people like to swim.
",1,False
373,"It looks “freeway close” to a lot of destinations like LAX, DTLA, the Port, Century City, etc.
",0,False
374,"Transportation Secretary Pete Buttigieg confirmed to The Associated Press on Thursday that $104.6 million in federal funds coming from last year’s bipartisan infrastructure bill will go toward a plan to dismantle Interstate 375, a highway built to bisect Detroit’s Black Bottom neighborhood and its epicenter of Black business, Paradise Valley.
",0,False
375,"iSteve commenter Sparkling Wiggle writes:  Highway placement is a funny no-win situation.
",0,False
376,"If it goes down the middle of a black neighborhood, it splits the community.
",0,False
377,"Way out on the outskirts, the average resident is inconveniently far from any freeway.
",0,False
378,"Way downtown, the two freeways take up too much of the surface, making pedestrianism inconvenient.
",0,False
379,"The move is part of the Biden administration’s broader effort to remake America’s infrastructure to be more equitable, including addressing racist roads that were designed to facilitate white flight and deprive Black communities of housing and commercial opportunities.
",0,False
380,"If it goes along the edge of a black neighborhood, it separates it from nearby white communities.
",0,False
381,"If it is far away from a black neighborhood, then that neighborhood has been bypassed and cut off.
",0,False
382,"All three claims are being made about different highways right now in different parts of the country.
",0,False
383,"It ran over the Rondo neighborhood which was the black neighborhood in the Twins Cities.
",0,False
384,"Very, very racist.
",1,False
385,"It is also racist to have a black neighborhood, so I 94 should have been routed elsewhere, cutting the black neighborhood from something or other, causing more racist mayhem.
",1,False
386,"That didn’t keep it from changing from the home of two future Presidents around 1950 to a crack hell around 1990 to a pretty nondescript mostly Latino working class community today.
",1,False
387,"So, I dunno…",0,False
388,"Somewhere in-between is an optimum point, although I’ve never seen any discussion of where that would fall.
",1,False
389,"A freeway runs through the south edge of Compton and along its east edge, but, overall, it looks to me to be pretty well served by freeways, sitting in the middle of a rectangle of freeways.
",1,False
390,"The Biden administration is capping off the president’s recent trip to Michigan, focused largely on worker rights and transportation innovation, by handing out its first federal grant to dismantle a highway built to perpetuate racial discrimination.
",0,False
391,"Blacks tend to live near the center of cities, so their neighborhoods tend to get chopped up more.",0,True
392,"Price increases have also been seen in goods and services not directly affected by the pandemic or the war in Ukraine, which could be a sign that inflation is a longer-term problem.
",0,False
393,"""Recent indicators point to modest growth in spending and production,"" the Fed said.
",0,False
394,"Projections further indicate that the rate will be 4.4 percent by the end of 2023, the Post continues.
",0,False
395,"""Job gains have been robust in recent months, and the unemployment rate has remained low.""",0,False
396,"The higher rate aims to slow the market, but will likely put pressure on many households and businesses, The Washington Post reports.
",0,False
397,"This is the fifth interest rate hike this year; however, it has done little to combat rapidly increasing prices due to inflation.
",0,False
398,"The current inflation rate sits at approximately 8.3 percent and it has caused a stark increase in the price of groceries and utilities, especially electricity, reports NPR.
",0,False
399,"This could lead to a recession in the coming year, but Federal Reserve Chairman Jerome Powell cannot confirm whether a recession will happen, or the severity if it did.
",0,False
400,"On Wednesday, the Federal Reserve decided to raise interest rates by 0.75 percent, making it the third super-hike after the ones in June and July.
",0,False
401,"The increase is once again intended to combat the high level of inflation being experienced by the U.S. and much of the world.
",0,False
402,"The economic projections also predict that unemployment will rise from 3.7 percent, the current level, to 3.8 percent by the end of the year.
",0,False
403,"In districts where more than 75 percent of the student body is nonwhite, about 10 percent of teachers resigned or retired last year.
",0,False
404,"That's up from 6.5 percent in 2019 and double the rate of districts where 90 percent or more of the students are white.
",0,False
405,"More than 800 teachers died of COVID during the first year of the pandemic, and a recent survey found 19 percent of teachers reporting that they suffer from long COVID.
",0,False
406,"During remote learning, some students' mental health deteriorated, causing many to act out when they returned to school.
",0,False
407,"In what way?
",0,False
408,"Which districts are hardest hit?
",0,False
409,"The country's struggle to recruit, train, and retain enough good teachers predates COVID.
",0,False
410,"When schools closed their doors once the pandemic hit in March 2020, teachers had little time to prepare for a shift to remote learning, and the fits-and-starts reopening of schools over the following year introduced a host of new problems.
",0,False
411,"Here's everything you need to know:  How big is the problem?
",1,False
412,"""I was just drowning.""
",0,False
413,"Faced with a tighter labor market, many districts are raising base salaries and offering signing and relocation bonuses — up to a whopping $25,000 in one New Mexico school district.
",0,False
414,"Some states are loosening eligibility requirements.
",0,False
415,"In the 2010s, enrollment in teacher-preparation programs declined by more than a third, with some colleges reporting further double-digit declines since 2020.
",0,False
416,"Without major changes, though, the pool of available teachers could continue to shrink, leaving those that remain with ever-ballooning workloads.
",0,False
417,"Nationally, the percentage of teachers quitting soared to a record level in July 2020, but in the past year, the ""quit rate"" has dropped and not all states or districts have shortages.
",0,False
418,"""I have never seen it this bad,"" said Dan Domenech, executive director of the School Superintendents Association.
",0,False
419,"At the same time, the struggle to make up for pandemic learning loss increased teachers' workloads, and led to mounting pressure from increasingly antagonistic parents and micromanaging administrators.
",0,False
420,"Nearly everywhere, teacher morale has plummeted, with 90 percent polled in January saying they are suffering from burnout.
",0,False
421,"Some districts rejected masking requirements and others struggled to enforce them, so coming to work meant daily exposure to COVID.
",0,False
422,"Many teachers say they've been pushed past the point of endurance.
",0,False
423,"In this politicized climate, some teachers even found their personal lives falling under greater and more hostile scrutiny.
",0,False
424,"""Every minute I wasn't with the kids, personally, I was beyond treading water with my mental health,"" said Bethany Collins, who quit in January after eight years as a Los Angeles-area middle school teacher.
",0,False
425,"How are local governments coping?
",0,False
426,"A 2018 University of Pennsylvania study found that 44 percent of newly minted teachers quit within their first five years on the job.
",0,False
427,"Are there more long-term fixes?
",0,False
428,"Arizona will now allow current college students to teach.
",0,False
429,"""Would we even be thinking about this if it was a pilot?
",0,False
430,"Finding ways to reduce the cost of teacher-training programs and the student-debt burden could help make the field more attractive.
",0,False
431,"So could support staff to relieve teachers of some non-classroom-related administrative work.
",0,False
432,"""In the last two years, I've had to be five teachers,"" said Nick Clark, who teaches high school in Fort Worth.
",0,False
433,"Why are teachers unhappy?
",0,False
434,"""It's part of the disrespect that you think that you can just put a body in front of kids.""
",0,False
435,"Caught in the culture wars  In a recent poll, 88 percent of teachers said education was ""becoming too politicized"" where they teach.
",0,False
436,"""Will my students see a happy, successful adult who also happens to be gay, or will they see a broken, stressed, defeated person standing there?""",0,False
437,"In some parts of the country it is serious, and school districts are getting desperate.
",0,False
438,"About 5,500 teachers quit Maryland schools in 2022, and Baltimore schools now have about 700 vacancies.
",0,False
439,"Why are teachers unhappy?
",0,False
440,"asked American Federation of Teachers President Randi Weingarten.
",0,False
441,"Or a doctor?""
",0,False
442,"A conservative movement to keep potentially divisive topics out of public schools accelerated in 2021, producing laws such as Florida's ""Don't say gay"" bill, bans on teaching critical race theory, and ""curriculum transparency"" bills that require teachers to post all their classroom materials online.
",0,False
443,"Why are teachers unhappy?
",0,False
444,"Why are teachers unhappy?
",0,False
445,"In Florida, there are about 8,000 teacher vacancies, and according to the Florida Policy Institute, about 450,000 kids started school last year without a permanent teacher.
",0,False
446,"Nearly half of teachers polled in March say they intend to quit, and a recent survey of principals and school district leaders found that 72 percent did not have enough applications for open teaching positions.
",0,False
447,"States are finding it hardest to retain staff in poor, rural, and urban districts primarily serving students of color.
",0,False
448,"But educators say that teaching is a profession that requires training and experience, so lowering the bar will only diminish the quality of the classroom instruction children receive.
",0,False
449,"Or an engineer?
",0,False
450,"Willie Carver was named Kentucky's 2022 Teacher of the Year, but the openly gay English and French teacher resigned in June, citing rising homophobia in his district.
",0,False
451,"One parent accused him of ""grooming"" children by running an LGBT student club at his high school.
",0,False
452,"""I had to think about what it would be like,"" he said.
",0,False
453,"An epidemic of teacher burnout has many school districts struggling to fill positions.
",0,False
454,"Why are teachers unhappy?
",0,False
455,"Pennsylvania, Kansas, Alabama, Mississippi, and Georgia also report a crisis in staffing classrooms.
",0,False
456,"In states with shortages, it's also far more difficult to find teachers for math, science, and special education classes.
",0,False
457,"In Florida, some military veterans are now eligible for temporary teaching certificates even if they haven't completed a bachelor's degree.
",0,False
458,"""The extra load and duties make coming back less and less appealing every year.""
",0,False
459,"Houston has about 900 teacher vacancies going into this school year, and to compensate for too few teachers, districts in Texas and rural Missouri are switching to four-day weeks.
",0,False
460,"The pandemic and politics are two primary factors.
",1,False
461,"In a 2020-21 American Psychological Association survey, 14 percent of teachers reported being physically attacked by students, and a third reported being threatened or harassed.
",0,False
462,"Why are teachers unhappy?
",0,False
463,"Still, many of the nation's 3.1 million public-school teachers have become deeply disenchanted with the profession.
",1,True
464,"The suit names Trump, the Trump Organization, and three of Trump's children — Donald Trump Jr., Ivanka Trump, and Eric Trump — and claims they have fraudulently overvalued their assets by billions of dollars.
",0,False
465,"James' lawsuit seeks $250 million in disgorgement from the defendants as well as to bar the Trump Organization from engaging in New York commercial real estate acquisitions for five years.
",0,False
466,"New York Attorney General Letitia James has filed a lawsuit against former President Donald Trump for fraud.
",0,False
467,"The suit is the result of James' years-long investigation into Trump's real estate dealings, Bloomberg reports, and the formal complaint states that the fraudulent activities were ""approved at the highest levels of the Trump Organization — including by Mr. Trump himself.""
",0,False
468,"The latest development comes just a week after James refused to settle with Trump's lawyers, The New York Times reports.
",0,False
469,"James has filed a criminal referral to federal prosecutors and a separate tax fraud referral to the IRS along with the lawsuit, Politico reports.
",0,False
470,"Trump and his children would also not be allowed to serve as any corporate officers or directors in the state.
",0,False
471,"The former president has faced many legal struggles, including his Mar-a-Lago property being searched by the FBI and his involvement in the Jan. 6 insurrection being investigated by a House select committee.",0,False
472,"The former president has continued to deny wrongdoing, accusing James of being politically motivated, CNBC reports.
",0,False
473,"The suit filed is a civil suit; however, criminal charges may come out of it as well.
",0,False
474,"And I really mean impressive.
",1,False
475,"In 2019, Feeding Our Future distributed $3.4 million in taxpayer food aid funds to the non-profits it was sponsoring, In 2020, that shot up to $42 million and then up to $197 million in 2021.
",0,False
476,"According to the FBI, the money being stolen wasn’t used to feed children, it went into various shell companies and fronts operated by Somalis and was used to buy everything from a Porsche to African properties.
",0,False
477,"The FBI warrants note that, “Qamar Ahmed Hassan wrote approximately $27,000 in checks from S&S Catering bank accounts… to Amax Travel, a travel agency that specializes in Haji travel packages.”
",0,False
478,"That’s a lot of children.
",0,False
479,"I covered this story back in the winter, relying on the important work of local reporters like Bill Glahn at the American Experiment.
",0,False
480,"When the money was denied, Feeding Our Future complained that “minority-owned businesses serving almost exclusively economically disadvantaged children of color” were being denied the right to serve “culturally relevant foods” to “youth” during a “national emergency”.
",0,False
481,"There’s an Ilhan Omar angle and a Mecca angle.
",0,False
482,"A key element in the fraud was crying racism.
",1,False
483,"The Feds staked out various Feeding Our Future meal sites and found no one at the places that were supposed to be feeding 50,000 children.
",0,False
484,"Safari Restaurant, which boasts “traditional Somali cuisine” like french fries and safari chicken quesadilla, where Rep. Ilhan Omar had celebrated her victory party, applied to participate in the Federal Child Nutrition program.
",0,False
485,"Documents note that the Somali eatery claimed to be serving a comparable number of meals to “the entire St. Paul public school district.”
",0,False
486,"The Department of Justice announced today federal criminal charges against 47 defendants for their alleged roles in a $250 million fraud scheme that exploited a federally-funded child nutrition program during the COVID-19 pandemic.
",0,False
487,"There’s currently no evidence of a direct question, but some serious scrutiny may be merited.",1,False
488,"According to the Twin Cities Pioneer Press, S&S Catering led by Qamar Ahmed Hassan received $13.8 million in federal funds.
",0,False
489,"There are some frauds so massively insane that Americans won’t do them.
",1,False
490,"Crying racism worked and at its peak, Safari claimed to be feeding 6,000 children a day.
",0,False
491,"Rep. Ilhan Omar has made government meals for children into one of her signature issues.
",0,False
492,"Glahn in American Experiment found that, “Feeding Our Future had 312 authorized sites for the program, approved for a maximum of 126,000 children.” That’s a lot of hungry Somali kids.
",1,False
493,"Now the official federal indictments of 47 people are in: 46 of them Somalis.
",0,False
494,"These were impressive numbers for a charity that seemed to focus on Somalis in Minnesota.
",1,False
495,"Safari was just one of the many providers who claimed to be feeding thousands of children.
",0,False
496,"Some politicians came forward to back them up.
",0,False
497,"The accused Somalis donated to a variety of politicians, including Rep. Ilhan Omar, State Senator Omar Fateh, Shukri Olow, running for state representative, State Rep. Hodan Hassan, a Keith Ellison crony, and others.
",0,False
498,"The story is mindblowing for the sheer scale of the fraud.
",1,True
499,"And there are questions as to what extent politicians, especially those catering to Somalis, helped enable it.
",0,True
500,"Someone has to.
",0,True
501,"“Our reference was to states that provide or have improved attorney licenses for immigrant populations, such as DACA recipients, legal immigrants and/or unauthorized immigrants,” Massey said by email.
",0,False
502,"New Mexico Republicans denounced the ruling.
",0,False
503,"Judicial activism is when you come up with an outcome-oriented decision based on the policies preferred by the judge or judges, rather than the law,” he said.
",0,False
504,"The New Mexico document states that a “License to practice law shall not be denied based solely on the applicant’s citizenship or immigration status.”  At the same time, the “Character and fitness standards and investigation” section that a law license applicant “bears the burden of proving good character in support of the application.”
",0,False
505,"A beneficiary of the DACA program, she became an attorney in the state in 2017 under special rules.
",0,False
506,"“Normally, the majority opinion would speak for itself.”  The decision is “really about policy—our state has values of inclusion and diversity.”  The ruling is based “on policy, which is the definition of judicial activism.
",0,False
507,"The Left deliberately obscures the distinction between illegal aliens and people who immigrated lawfully to the United States.
",1,False
508,"Two categories of problematic behavior are “unlawful conduct” and “acts involving dishonesty, fraud, deceit, or misrepresentation.”
",0,False
509,"New Mexico has become the latest state to welcome illegal aliens as attorneys.
",0,False
510,"The court made a policy decision, finding that going forward a lack of U.S. citizenship or immigration status may not be used to deny a law license to individuals in possession of a law degree and otherwise eligible to join the New Mexico Bar Association.
",0,False
511,"“New Mexico is aligned with at least eight other states that allow attorney licensure for some immigrants, and the American Bar Association has endorsed the principle of permitting attorneys to practice law regardless of immigration status,” Bacon said.
",0,False
512,"“In addition to those you listed, the 8 includes: Maine, which repealed a residency provision for applicants and a character reference requirement for foreign-trained applicants [and] Nevada, which prohibited the denial of an occupational or professional license based solely on the applicant’s citizenship or immigration status,” Massey said.
",0,False
513,"This Court has gotten out of control, and it believes it can do whatever it wants.”  Curt Levey, president of the Committee for Justice, told me the Supreme Court of the State of New Mexico’s decision struck him as more “political” than “legal.”
",0,False
514,"It is part of the leftist war not only on American values but on the English language.
",0,False
515,"(DACA is then-President Barack Obama’s Deferred Action for Childhood Arrivals immigration amnesty program that shields young people who came to the United States illegally from being deported.)
",0,False
516,"They are California, Florida, Illinois, Nebraska, New York, and Wyoming.
",0,False
517,"In theory, the problematic behavior parts of the New Mexico ruling could still prevent an illegal alien from being given authorization to practice law, but don’t count on it.
",1,False
518,"“Having a diverse bar is important because we want our clients to see themselves represented in those who take their cases and advocate for them,” she said.
",0,False
519,"Leftists are also fond of invoking the magic of euphemism to make the social problems they create go away.
",1,False
520,"Leftists claim the perfectly good legal phrase “illegal alien” is somehow sinister and dehumanizing.
",1,False
521,"I asked Barry Massey, Public Information Officer for the New Mexico Administrative Office of the Courts, to explain Bacon’s remarks.
",0,False
522,"“The revelation of discovery of any of the following may be treated as cause for further inquiry before the Board of Bar Examiners determines whether the applicant possesses the character and fitness to practice law…”
",0,False
523,"The new attorney admission rules were a “great victory” that will safeguard her attorney status even if the Supreme Court eventually invalidates DACA.
",0,False
524,"“New Mexico’s high court has become authoritarian and appears to be operating outside the limits of its power,” said state GOP chairman Steve Pearce.
",0,False
525,"This is also why the Left describes just about everyone touched by the nation’s immigration laws as an “immigrant” – whether they’re illegal aliens or legal permanent residents.
",1,False
526,"Smearing anyone who believes in the rule of law as anti-immigrant over and over again makes people defensive and wears down the opposition.
",1,False
527,"As of last year, California and Colorado had banned the phrase “illegal alien” in state laws.
",0,False
528,"The new policy helps to blur the line between illegal aliens, lawfully present aliens, and U.S. citizens, which has long been a goal of the open-borders Left.
",1,False
529,"Democrats in Congress have tried to ban “alien” and “illegal alien,” replacing them with “foreign national” and “undocumented foreign national.”
",0,False
530,"Presumably, since the woke state chief justice, Democrat C. Shannon Bacon, and her fellow justices are hellbent on letting illegal aliens practice law, illegal or unethical conduct flowing out of an illegal alien’s everyday acts aimed at escaping detection by authorities or at falsely appearing to be a legal alien, such as stealing Social Security numbers or other documents or impersonating other people, won’t prevent him or her from being admitted to the bar.
",1,False
531,"“I personally dedicated my career to doing exactly what this type of policy change does: Removing barriers to economic mobility and stability for immigrant families across our state,” she said.
",0,False
532,"The court order concurred with changes recommended by the Board of Bar Examiners and the Code of Professional Conduct Committee.
",0,False
533," “It strikes me as interesting that the Chief Justice issued a statement,” Levey told me for another article.
",0,False
534,"They use code to advance their agenda while concealing what they are actually trying to do.
",0,False
535,"Of course, illegal aliens by definition are guilty of unlawful conduct and it is hard to imagine them going about their daily business without committing acts involving dishonesty, fraud, deceit, or misrepresentation.
",1,False
536,"Meanwhile, social justice warrior Jazmin Irazoqui-Ruiz of the New Mexico Immigrant Law Center told the Las Cruces Sun News that she was thrilled at the new rules.
",0,False
537,"The Left wants to devalue and abolish citizenship and what it means to be American, and confer all the benefits of being legal on people who are illegal – and it is succeeding.
",1,False
538,"The Left aims to make the hordes of illegal aliens their various so-called immigration reforms have unleashed on their fellow Americans over the years seem normal and acceptable.
",1,False
539,"This makes reading the reports indoctrinated policy wonks write difficult to read because when they write about “immigrants” it is unclear if they actually mean lawfully present immigrants or if they are using the word as a euphemism for illegal aliens.
",1,False
540,"The unanimous decision by the all-Democrat Supreme Court of the State of New Mexico, which came August 19 in the form of a new set of rules governing admission to the bar (pdf), is self-contradictory but it is clearer than most reports by leftist scribes.
",1,False
