news_source,is_title,text,topic,date,link,medium,labels
Metro,1,Jonathan Van-Tam accused of genocide while being abused in street by anti-vaxxer,corona,2021-06-24T08:30:02+0000,https://l.facebook.com/l.php?u=https%3A%2F%2Fmetro.co.uk%2F2021%2F06%2F24%2Fjonathan-van-tam-abused-in-street-by-anti-vaxxer-who-accuses-him-of-genocide-14820506%2F%3Fito%3Dfacebook%7Csocial%7Cmetroukfacebook&h=AT1zsRXtn74Fn8HMbMrg-yzujVpN2AgBq0YaXvEJKykqjg1JO8o647nMQMpFsA2s_hs7UT5lqj52affFThdCgJNHw0APl5NnGqfl7kyH7RZZQK4qJbUvb5hvW0bHyUG1f5eSSoi-lbv5XODT0A1n&s=1,fb_post,0.3161998391151428
BBC News,1,Bereaved families 'sickened' over No 10 Christmas party,corona,2021-12-02T19:12:47+0000,https://l.facebook.com/l.php?u=https%3A%2F%2Fbbc.in%2F3En1qwv&h=AT2HotjbdDLNRyp8ENJeBZggqw-OEwyxeHwKQag_lQXRhgKRSyxi_suj64JZDVyp2qnSMQ58bG_WV3NE6e_0Ei7Ul7iXX3mpsz1YPm_0pqJ-iI8SlYyrW9-gOPhLCwAT424obqm9--fEhFxv2nJl&s=1,fb_post,0.7459431290626526
Sky News,0,"BREAKING: Cases of the Omicron variant in people without any travel history have been confirmed in the UK meaning it is now being transmitted within the community, Health Secretary Sajid Javid said",corona,2021-12-06T17:45:47+0000,https://l.facebook.com/l.php?u=https%3A%2F%2Fnews.sky.com%2Fstory%2Fcovid-19-community-transmission-of-omicron-variant-across-several-regions-of-england-says-sajid-javid-12488521&h=AT1iKvD4KsGstmzueTPYZ6txFVacEtjsAcR5XiIdol51x-OsXsWFNytTeBwVlExnkbIKTDUPenwg3epgBDCnsB8tni1euHJOhSrwHZBHb0DLOXWb59Ppaerju4Hpin7Dg6nOVzjxJXiTf6JoA0KY&s=1,fb_post,0.2082328200340271
Sky News,1,COVID-19: When can I travel abroad and what European countries are likely to welcome Britons?,corona,2021-03-10T20:30:59+0000,https://l.facebook.com/l.php?u=https%3A%2F%2Fnews.sky.com%2Fstory%2Fcovid-19-when-can-i-travel-abroad-and-what-european-countries-are-likely-to-welcome-britons-12241777&h=AT2CEHhD0P5LJ2gIws-zJXfBKGsCDwikKiLH0fMV7X_1wDgobt3AP5V9C-swAFZZAgMosbx-GUIQkiF9R0KEatoUPJ9wfhURFK7Y26iatI3FjZa_izNuf0S9tYP0pJIxztTtneMI5pjy_1qDmC-s&s=1,fb_post,0.5065780282020569
Sky News,0,"According to Statista, the top nine countries in terms of HIV prevalence are located in the south of the continent.",corona,2021-11-29T09:04:00+0000,https://news.sky.com/story/covid-19-emergence-of-omicron-variant-could-be-down-to-reservoirs-of-virus-in-the-unvaccinated-and-immunosuppressed-12481188,article,0.3101772665977478
Metro,0,"‘My kids love the story and are proud of daddy’s book, they have been telling their friends and teachers at school.'🥰",corona,2021-03-11T17:30:12+0000,https://l.facebook.com/l.php?u=https%3A%2F%2Fmetro.co.uk%2F2021%2F03%2F11%2Fman-writes-kids-book-about-lockdown-in-fathers-memory-to-aid-nhs-14214957%2F%3Fito%3Dfacebook%7Csocial%7Cmetroukfacebook&h=AT1r7yXFT75SAw4PnqKGuN1I6PhuR5Vi20XzlPQUY6vi5xHsTcUac9v1TSuV4NYReiVhw8yBL4yjpTJVlZUPGwGWDIErcrk2vG-j8B84YOEQqRf7TiUhY3fbbcFBwWB2zykVyyhXJIsaDHfuD3Ar&s=1,fb_post,0.7891458868980408
Daily Mail,0,'Bring back the death penalty',crime,2021-09-21T05:30:07+0000,https://l.facebook.com/l.php?u=https%3A%2F%2Fwww.dailymail.co.uk%2Fnews%2Farticle-10011169%2FBring-death-penalty-Anguished-Facebook-posts-father-two-children-killed.html%3Fito%3Dsocial-facebook&h=AT31Alg5H1gPiAXJE5Xy8RAvkgc4CguPmHC0QAc3uF6bkSUwVQGzeQmrnVlZ1kQWGnoAfIgv3tlfbplis9J70PvLDc3WpawgPyy3d-Kiih50i8ZlLG_DybSdo2Si2ZToKMetzz4y9phW1G51ue4M&s=1,fb_post,0.6554468274116516
Daily Mail,0,A spokesman said: 'We have been clear with all stakeholders that the free movement of goods and supply across borders is absolutely critical to Pfizer and the patients we serve.',corona,2021-03-20T22:01:11+0000,https://www.dailymail.co.uk/news/article-9384659/Merkel-Macron-set-illegal-EU-plan.html?ito=social-facebook,article,0.4808808267116546
Metro,1,Boris Johnson leads a Downing St briefing on the Omicron variant,corona,2021-11-30T16:04:58+0000,https://www.facebook.com/MetroUK/videos/4537322836382237/,fb_post,0.1810021102428436
BBC News,1,US to lift travel ban for fully jabbed on 8 November,corona,2021-10-15T17:46:20+0000,https://l.facebook.com/l.php?u=https%3A%2F%2Fbbc.in%2F3AEvpxm&h=AT3NXkDas4AYqInfi_t3Isl1uRHTLrABxxGkabmbGbf9gIVzKEtNmH9stTEB-JkMYqJvj6LX-i4NZ-BCHs0whGxtSbjMT62Kz9Ia2YlWlRSCBnKd4AdvgqQYMA_QTjCoV3tHW8yz1OLv7UxlK4_M&s=1,fb_post,0.2476160079240799
BBC News,0,"Scientists still have much to learn about the variant, but there are concerns it may be the worst yet.",corona,2021-11-26T13:01:39+0000,https://l.facebook.com/l.php?u=https%3A%2F%2Fbbc.in%2F3nU9KOp&h=AT3WhCGVddwLyEq_AZoJYawN9zP7tWw__XHLxQfzNT4iAwJbQTL6ZTTIcGBXOTqZUWml91Jf0ejtY8jiwV2k5xYikzQyANzWEuLcV3l13xOV40xi8TF0cvdN3TSnjjpcB4GidgSbE5WxnuEOf6qB&s=1,fb_post,0.6972754597663879
Sky News,1,COVID-19: UK's R number unchanged at between 0.6 and 0.9,corona,2021-02-26T13:42:58+0000,https://l.facebook.com/l.php?u=https%3A%2F%2Fnews.sky.com%2Fstory%2Fcovid-19-uks-r-number-unchanged-at-between-0-6-and-0-9-12229652&h=AT3FaYOnb6p6WPI9rXc58GAWf4L3HSqBsI6RuTV9uZRaPZm5xPXxgcT-UXpkRqUZyZIXU3ZCS_0stGzThPoFSb8UX-o3viccTBqwq6TqNsivyonv1-jEBBEi5XeLeCyy6jiiYmankJ59Jp1P39Mh&s=1,fb_post,0.2378322184085846
BBC News,1,'We're still fighting',corona,2021-05-23T12:47:41+0000,https://www.facebook.com/bbcnews/videos/1202707590181153/,fb_post,0.6764734387397766
BBC News,0,"There are growing calls for the resignation of Kenya's police chief over the escape, which shocked the nation and and led many on social media to ridicule the police.",crime,2021-10-15T13:09:37+0000,https://www.bbc.com/news/world-africa-58923592,article,0.5042052865028381
Daily Mail,0,"And in June 6 last year, sisters Nicole Smallman, 27, and Bibaa Henry, 46, were stabbed to death in a Wembley park in a random attack by 19-year-old Danyal Hussein, who believed he was acting on the orders of a demon.",crime,2021-09-23T20:11:32+0100,https://www.dailymail.co.uk/news/article-10022515/Man-38-arrested-suspicion-murdering-Sabina-Nessa.html?ito=social-facebook,article,0.1710717976093292
Daily Mail,0,"In the East of England, the strain is estimated to have made up 59 per cent of infections in the week to December 9, soaring from 31 per cent the two weeks prior.",corona,2020-12-22T16:24:36+0000,https://www.dailymail.co.uk/news/article-9079493/Britains-daily-Covid-cases-DOUBLE-week-36-804-infections.html?ito=social-facebook,article,0.2208934426307678
Metro,0,Dunikowski said he was never seen stealing anything the five times he was recorded by security cameras in an unfinished home under construction from which he was seen running.,crime,2021-11-24T18:56:00+0000,https://metro.co.uk/2021/11/24/ahmaud-arbery-trial-verdict-three-white-men-found-guilty-of-murder-15653122/,article,0.310045838356018
Daily Mail,0,Some good news at last as 2021 quickly approaches 🙏,corona,2020-12-29T07:00:10+0000,https://l.facebook.com/l.php?u=https%3A%2F%2Ftrib.al%2Flbv2bqF&h=AT3Jmv4Bpslq-edKpdYJK48YfYqwqbux3QKBmrW_notLJj4GeEeOOmep0vYC5_f0bR9jKi5KY_bB1GQHZSooQxsPf70P-U2xugIruBZYmebWm9nZyXCk9cfNCHA_nQ-QsD49IuNCkWHJL4DqMcfa&s=1,fb_post,0.8795946836471558
BBC News,0,Some opponents of Covid vaccines are now turning to online dating and house shares for unvaccinated people only.,corona,2021-08-13T12:31:53+0000,https://l.facebook.com/l.php?u=https%3A%2F%2Fbbc.in%2F3AG8qSQ&h=AT002lpsmsCsP8pP1EoBH-Mn2d10bICaQMf2KJqQvZ8tpBWWakK1ZTYcnO69IlwKmfDA-jA4zqRaFonBi03QiibQ_xfLIMPIpW-1YOyrNP9Cpzt9fElHE_GiGcWGaM898R9ROAImWOtewpe9umfS&s=1,fb_post,0.3350537419319153
Sky News,0,"Speaking to Sky's Trevor Phillips on Sunday, Mr Buckland said ministers will continue to be ""guided by the evidence"" when it comes to travelling abroad.",corona,2021-06-20T21:59:00+0000,https://news.sky.com/story/covid-19-pilots-criticise-ludicrously-cautious-travel-rules-and-claim-uk-aviation-sector-is-now-hardest-hit-in-europe-12336758,article,0.4961351156234741
Daily Mail,0,"David Reed, 53, allegedly beat Rose Marie Moniz, 41, to death with a cast-iron kettle, a fireplace poker and the shell in March 2001.",crime,2021-12-05T07:45:20+0000,https://www.dailymail.co.uk/news/article-10276547/DNA-conch-shell-linked-half-brother-victim-crack-20-year-old-cold-case.html?ito=social-facebook,article,0.0927464812994003
Daily Mail,1,"Boy, 15, is charged with capital murder 'after shooting his mother in the head'",crime,2021-11-29T05:15:03+0000,https://l.facebook.com/l.php?u=https%3A%2F%2Fwww.dailymail.co.uk%2Fnews%2Farticle-10252265%2FTexas-boy-15-charged-capital-murder-shooting-mother-head.html%3Fito%3Dsocial-facebook&h=AT0rqSMuWZW8-GMBBiJ-y8nuk-MDslIbxE_kd1lwR-yO-2KvocnbfHS-fku6ZUeU8lkPfaBh2hlNV-AcdbDOb0z7JJR7tHJ-V-XMihoju4vH0TvWTX0bCg1_fIOmZOSrm-PVbDFUZY_UQlcZA0XD&s=1,fb_post,0.1201314032077789
Daily Mail,0,For 'illegal demonstrating activity.',crime,2021-06-23T23:30:18+0000,https://l.facebook.com/l.php?u=https%3A%2F%2Ftrib.al%2FqAT82oX&h=AT23SM6VxtktfdJxrEn91cQodBpBpFQb7wOHJNvUtjbeOnF1AeoJWnKSsnQq4nEIAdo1VoLka4aKd0hpUnmt9DuEqh7W5A_4Gg_-1uOL5NUlPiY2lpJL69uH4K-VbWi4QymdXq-aDKqoW7LlBl70&s=1,fb_post,0.4185593426227569
Sky News,0,"Official figures show the UK has recorded 3,398 daily #COVID19 cases and a further seven deaths.",corona,2021-05-29T15:15:46+0000,https://www.facebook.com/skynews/videos/395388751831392/,fb_post,0.1554161012172699
BBC News,0,"Multiple studies show vaccines are very effective at preventing hospitalisation and death, and can also play a role in reducing transmission and symptomatic disease.",corona,2021-11-27T00:56:09+0000,https://www.bbc.com/news/59390968,article,0.3825735449790954
Daily Mail,1,Right-wing activist Laura Loomer has 'brutal' case of Covid and begs people to 'pray',corona,2021-09-18T15:15:12+0000,https://l.facebook.com/l.php?u=https%3A%2F%2Fwww.dailymail.co.uk%2Fnews%2Farticle-10004075%2FRight-wing-activist-Laura-Loomer-brutal-case-COVID-19-begs-people-pray-her.html%3Fito%3Dsocial-facebook&h=AT05eN1hAj1SgyAS6HnWaGDIH0LcAorx5gBSqt_ab3MU_v405_o5xeAdPbCYCN6yWw2DUM5q43GfnRXTIbje3LYwb-wrDJLPk3b4pIUMKzcTGqW070Xf-tVe6OW8H6Eg-mw4hkYhzK3rojyinBIX&s=1,fb_post,0.5734055638313293
BBC News,1,George Floyd: Jurors to be picked as Derek Chauvin accused of murder - BBC News,crime,2021-03-09T19:23:13+0000,https://l.facebook.com/l.php?u=https%3A%2F%2Fbbc.in%2F38mzI5e&h=AT27i-gyHNkGTaRTky-XW9lVfFF4ivWNBLvnxLCAocTzyZHLqQnoSagUe3doz1v9O3vm1ouQothg9R8YKcNhyOHorywjWC-N9CkbB5JYTwabUv0MqCrW2BgGIstXP87fgCn4FvGgGGnqj6T1giLI&s=1,fb_post,0.2023002803325653
Metro,0,BREAKING,corona,2021-06-06T08:15:14+0000,https://l.facebook.com/l.php?u=https%3A%2F%2Fmetro.co.uk%2F2021%2F06%2F06%2Fcovid-vaccine-matt-hancock-says-under-30s-will-get-jab-from-next-week-14725304%2F&h=AT2WAKt7-odRK7hLrpl6Y6vq1nrnFpAZW4lFEzuvUcjO_2FGn1eA29RUTUUxezJt2mxGj1I2QhTWEpfHY4G6AGpHzyS_qPzTH19ICWWN78EpUGJLsZAn8_B5Y9pL12NxXyJi-KV7hAJ7W74lYN7R&s=1,fb_post,0.616446316242218
Sky News,0,"Mr Javid said there are now 261 Omicron variant cases in England, 71 in Scotland and four in Wales - a total of 336.",corona,2021-12-06T22:52:00+0000,https://news.sky.com/story/covid-19-community-transmission-of-omicron-variant-across-several-regions-of-england-says-sajid-javid-12488521,article,0.1515027582645416
BBC News,0,John Magufuli's death will reenergise debate about whether the continent needs strong institutions or strongmen.,corona,2021-03-18T13:04:01+0000,https://l.facebook.com/l.php?u=https%3A%2F%2Fwww.bbc.co.uk%2Fnews%2Fworld-africa-56412912&h=AT1iPPXT1fEr9v-7XMrSupPXXNcuTeBRaPL551XQv9l_5HvFphEkhuH9XYYwby6dOIlVxSQ2e1KOUWP38h6vMvp5UBuPTPm6YMCAp0STCTTmBx9TGdEI-ECAms3i5aoU40sRjyr0JbtaXoKR1OhL&s=1,fb_post,0.6031882166862488
Sky News,1,COVID Survivor: 'I feel fortunate to be here',corona,2021-03-06T19:30:00+0000,https://www.facebook.com/skynews/videos/464896061225256/,fb_post,0.7246377468109131
Daily Mail,0,This is absolutely terrifying.,crime,2021-06-20T19:45:06+0000,https://l.facebook.com/l.php?u=https%3A%2F%2Ftrib.al%2F1cvGz1U&h=AT3csLRgjUg69q__D7ZJuREPKfKYxYLGsBIxO2oMd4tnqcYM0VaOi51eaAk3OyQPs8xMlmZmgrHpU3hUNeq2yAfXVXqw2bb6J7zDTiWF1_1rjIhfaq1TO8cntn8htJ1bhNvJpwWYaoq1jp1O2N24&s=1,fb_post,0.944993019104004
Daily Mail,0,It comes after it was announced that the 'lenient' prison sentences handed to Tustin and Hughes are set to be referred to the Attorney General in a bid to see the pair's time behind bars extended.,crime,2021-12-04T23:05:24+0000,https://www.dailymail.co.uk/news/article-10275829/Stepmother-tortured-killed-Arthur-Labinjo-Hughes-NEVER-mentioned-cellmate-says.html?ito=social-facebook,article,0.3969292044639587
Sky News,0,"Science editor Tom Clarke says ""we're probably weeks away from knowing whether Omicron is a serious worry or another of COVID's many evolutionary dead-ends""",corona,2021-11-27T13:45:02+0000,https://l.facebook.com/l.php?u=https%3A%2F%2Fnews.sky.com%2Fstory%2Fcovid-19-is-omicron-a-serious-worry-or-an-evolutionary-dead-end-12479870&h=AT3P7b_8qZAQjg0BJeECBFAsc4b2l_-_hdWHTsw1m8_UoECDB4MAAqRoL9FNopCYpZEFvqrJmNTU5GYzc3rKn_kmb0wDHz2Awvc8GTKnDYFz6FXzAF1pU-KDSqCh_bhn-yAZFakAF1xoJ1G2rNZG&s=1,fb_post,0.575096070766449
Daily Mail,1,Ilhan Omar slammed for 'racist' tweet about Colorado massacre gunman's race,crime,2021-03-24T17:20:07+0000,https://l.facebook.com/l.php?u=https%3A%2F%2Ftrib.al%2F7MZl8Ga&h=AT0QplYU6s4kIuotvrjh9npEoZmYLhIpXBv6zCDyRyC-eUHgHioFvSx65RIEHY3lBGgagw9bMc1H2WUx962RXuFHw3f8pko2vL8j7fEb1R9B0NR052yG9u0vve7iMJAp6-byjNUDLcBFbeQ0dp6V&s=1,fb_post,0.5023121237754822
Metro,0,"‘The idea of mass gatherings, the idea of people abandoning masks, hand sanitising and social distancing seems crazy at a time when things are actually getting worse.’",corona,2021-06-08T09:48:00+0000,https://metro.co.uk/2021/06/08/richard-madeley-clashes-with-dr-hilary-again-over-lockdown-restrictions-14735113/?ito=facebook|social|metroukfacebook,article,0.7225374579429626
Sky News,1,Watch live: Boris Johnson faces Keir Starmer at PMQs,corona,2021-03-17T12:02:09+0000,https://www.facebook.com/skynews/videos/295383728600299/,fb_post,0.1633492708206176
Daily Mail,0,This is because so many of the changes on B.1.1.529 are on the virus's spike protein.,corona,2021-11-29T20:24:17+0000,https://www.dailymail.co.uk/health/article-10255315/South-Africa-province-Omicron-variant-detected-sees-330-surge-hospitalizations.html?ito=social-facebook,article,0.4640756249427795
Daily Mail,0,"The latest figures bring the total number of cases in South Africa up to 3,020,569, while the number of deaths have increased to a total of 89,956.",corona,2021-12-05T07:34:27+0000,https://www.dailymail.co.uk/news/article-10276697/COVID-cases-Norwegian-Cruise-ship-returning-New-Orleans.html?ito=social-facebook,article,0.2177689969539642
BBC News,1,The crackdown on Hong Kong’s only public broadcaster,crime,2021-05-27T03:51:48+0000,https://l.facebook.com/l.php?u=https%3A%2F%2Fbbc.in%2F3yET8Ob&h=AT3aUdFkUuVNA5igLgLtVONNrd3XqDPOsUvzjsl_YTW1vK9Lp7fVIWmk3Sdx7vGpcXhsdIReMR7LL9wAPKQwufLCyq0eaePhx11rn3g95LXo6Ff__TnyHjqdnT2ZuL3zwnofd6gMv2_PpBFdzkJV&s=1,fb_post,0.3950220346450805
Daily Mail,0,They've officially been recognised as 'victims'- but two could still face jail,crime,2021-03-24T11:30:27+0000,https://l.facebook.com/l.php?u=https%3A%2F%2Ftrib.al%2F0BEPOsK&h=AT1Ss8rHk96JogIIyPa5JoNdR7KzmGdAE5WJt_sd0aXoy8zHUYuFxz0htkXY4Xvzhi9f0EMHaV9CT5d_HP8m3p5E3dyv_hIRwyhSPMfVF3W4UUMwHEMQIJtySiVvZnLH2q9z-MU3RBx4_QeJj8H2&s=1,fb_post,0.4754545390605926
BBC News,0,"""Something about the masks, that I, kind, of struggle seeing them on the floor so I pick them up.""",corona,2021-08-18T11:39:17+0000,https://www.facebook.com/bbcnews/videos/433399227940807/,fb_post,0.709779679775238
Daily Mail,0,"Friday 24 September, 7pm: A vigil will be held in Pegler Square, south east London, near to where Sabina's body was found, in memory of the primary school teacher.",crime,2021-09-23T20:11:32+0100,https://www.dailymail.co.uk/news/article-10022515/Man-38-arrested-suspicion-murdering-Sabina-Nessa.html?ito=social-facebook,article,0.1369529217481613
Daily Mail,0,"'The entire planet knows this woman's name,' said her father Joe Petito, standing before a golden urn at the Moloney Holbrook Funeral Home, in a standing-room only chapel adorned with bouquets of flowers and photo montages of his daughter growing up in Blue Point, L.I., including a picture of Gabby as a little girl with her small hand print on a piece of paper.",crime,2021-09-27T00:31:56+0100,https://www.dailymail.co.uk/news/article-10031047/Utah-cops-told-Brian-Laundrie-hit-Gabby-Petito-pulling-couple-over.html?ito=social-facebook,article,0.494866132736206
Sky News,1,PM to reshuffle more ministerial roles following cabinet changes,corona,2021-09-16T05:30:14+0000,https://l.facebook.com/l.php?u=https%3A%2F%2Fnews.sky.com%2Fstory%2Fpm-to-reshuffle-more-ministerial-roles-following-cabinet-changes-12409180&h=AT2kDyIlW09NtozAMUPTufOaTt1hFuLHyW2iU_as1hEHDnfopWIn1ESA5YkNtJVtq6i-6ng3M9VXI8c_Iuph1VVrnK4ksXJ8JP285xuT9shA6uJMqZF-cSuO3jAt_f6SyB_Z_j4I4mNUqtUFooD-&s=1,fb_post,0.2559404671192169
BBC News,1,The sea intruder causing havoc in Tasmania,crime,2021-03-05T21:01:44+0000,https://www.facebook.com/bbcnews/videos/484171356293190/,fb_post,0.5136439204216003
Sky News,0,"Sajid Javid says the government is taking a ""proportionate and balanced"" approach to the new Omicron variant, and that other measures, such as working from home mandates, ""carry a very heavy price"" and ""we're nowhere near"" them being introduced   trib.al/EGCH0xt",corona,2021-11-28T08:59:39+0000,https://www.facebook.com/skynews/videos/252656883445223/,fb_post,0.4955664873123169
BBC News,0,"If you're thinking of booking a summer holiday, either in the UK or abroad, these are the current rules.",corona,2021-02-25T22:00:32+0000,https://l.facebook.com/l.php?u=https%3A%2F%2Fbbc.in%2F37F22PP&h=AT3MFfzrN_qXe9Q0E4KB_W5c3Om7aHmp2606aqMr6Tlw_-Hwq7nyHUosuNAsBN75dqqOtAAJz-YNB-dXtVieGgWfRW8nz-K-YvGlqGug_OUXUwa9hmCsypicfDpagpH8K_lg3sOccH2PeQ66MVLX&s=1,fb_post,0.5795403718948364
BBC News,0,"For nearly three weeks Belgium's leading virologist Prof Van Ranst has been living in a safehouse with his wife and 12-year-old son, guarded by security agents.",corona,2021-06-06T01:50:08+0000,https://l.facebook.com/l.php?u=https%3A%2F%2Fbbc.in%2F3vU7M28&h=AT3_p0r6edS0focUW2dkWXCIbg-5fwRDokWAwuYQMTP5UjZWIETKEIflcjkql3jjtvOoMaUEb2bFIoNcWefFO3I0oP5sHlJ1TiRH1DR0Wd3b6_xJJHxPHbbi5VRY-CJNLPRFNwHaWn2DWprrqgO7&s=1,fb_post,0.205610454082489
Daily Mail,0,"President Emmanuel Macron has demanded PCR tests are used, the more expensive, lab-based tests that can take up to 72 hours to process.",corona,2020-12-22T16:24:36+0000,https://www.dailymail.co.uk/news/article-9079493/Britains-daily-Covid-cases-DOUBLE-week-36-804-infections.html?ito=social-facebook,article,0.2916666666666667
Metro,0,"Just a few days later, she was hospitalized for a month and put on a ventilator for three weeks.",corona,2021-09-16T23:30:00+0000,https://metro.co.uk/2021/09/16/fully-vaccinated-womans-obituary-blames-unvaccinated-people-for-death-15272095/?ito=facebook|social|metroukfacebook,article,0.2264607548713684
Sky News,0,"Molnupiravir can be taken by those who have tested positive and have at least one risk factor for developing severe illness, such as obesity, being over 60, diabetes or heart disease",corona,2021-11-04T19:00:02+0000,https://l.facebook.com/l.php?u=https%3A%2F%2Fnews.sky.com%2Fstory%2Fmolnupiravir-uk-becomes-first-country-to-approve-game-changing-covid-19-pill-that-can-be-taken-at-home-12459683&h=AT0fDgoGpRIpfOyiK2pHaq8CH_dQRXlwGu2TL4Yj_AM9jlZomXJq1fUmGbXEsxfBxzJihIEJXLOIRflPlVoICeofaMziggdpIUOTsPn-FDoho6fk_uB2KgE-olIkEnI-X4uiUFffcCds95vkOfcH&s=1,fb_post,0.2577880322933197
Sky News,0,"However, booster dose uptake has not been uniform throughout England.",corona,2021-12-06T16:00:02+0000,https://l.facebook.com/l.php?u=https%3A%2F%2Fnews.sky.com%2Fstory%2Fcovid-19-areas-in-england-with-the-lowest-booster-dose-take-up-revealed-12488198&h=AT2Zf-GlFaEai-hA2nyILjzp0IFEh99-EKe5EkLXtAyES9yv1yotAjSALUc24MmqSHsdyEhd9JioNn50InsInP7zg5vtj5aJHQj6BM9_YpIu_LRgzy9S62URUM8ZmVLvUT5bzUAwbO6lf4ePC1XT&s=1,fb_post,0.4856448173522949
Sky News,1,"COVID-19: All American adults will be eligible for a vaccine by 1 May, Biden says in first primetime address",corona,2021-03-12T11:00:44+0000,https://l.facebook.com/l.php?u=https%3A%2F%2Fnews.sky.com%2Fstory%2Fall-american-adults-will-be-eligible-for-a-vaccine-by-1-may-biden-says-12243318%3Fdcmp%3Dsnt-sf-twitter&h=AT1TZMMbw0H1BI9EfwN7eH2KDhKZsfM1rBAz8HEQlF5fNLQotefuLkssjjKK176iDUPZhYf_Y5cA8H4P6stLsmxRo3S9W99xAzWxgrL9Wrq8t8A9fpDx3dgQiGu3OOQpcg7PDlZGQcmZZth34x39&s=1,fb_post,0.2379984110593795
Sky News,0,"Wednesday's ""day of action"" is designed to put pressure on the UK government to support a ""safe return to international travel in time for the peak summer period"".",corona,2021-06-20T21:59:00+0000,https://news.sky.com/story/covid-19-pilots-criticise-ludicrously-cautious-travel-rules-and-claim-uk-aviation-sector-is-now-hardest-hit-in-europe-12336758,article,0.4031493067741394
Sky News,1,COVID-19:Upbeat Johnson brings Christmas market to Downing Street as booster programme ramps up,corona,2021-12-01T10:00:40+0000,https://l.facebook.com/l.php?u=https%3A%2F%2Fnews.sky.com%2Fstory%2Fcovid-19upbeat-johnson-brings-christmas-market-to-downing-street-as-booster-programme-ramps-up-12483184%3Fdcmp%3Dsnt-sf-twitter&h=AT2CEBA1YApxmQs3u7MDv6VNwhGBtuH84cHH3tfH9sqFR4G9wGn0ybjS9fJGSeD2wkEoCJkSkPRpgyiH4oeMnduQ4xUUY90ZxLmH60X69NPkJSgfmdQQU1ADJcY2kYmPF_jHye5UH4A-kj5LHuz7&s=1,fb_post,0.3176480531692505
Daily Mail,0,Her purse had been emptied at the scene and cash had been stolen.,crime,2021-12-05T07:45:20+0000,https://www.dailymail.co.uk/news/article-10276547/DNA-conch-shell-linked-half-brother-victim-crack-20-year-old-cold-case.html?ito=social-facebook,article,0.2653108239173889
Sky News,1,COVID-19: Riot police deploy water cannon and tear gas against anti-lockdown protesters in Brussels,corona,2021-12-05T22:00:21+0000,https://l.facebook.com/l.php?u=https%3A%2F%2Fnews.sky.com%2Fstory%2Fcovid-19-riot-police-deploy-water-cannon-and-tear-gas-against-anti-lockdown-protesters-in-brussels-12487619&h=AT2vCrxkG-5_nZHVKRl9hM9b84STIDZY5Wb7yEZdS97Or-iuh6fGk3J5uR7oifuoAvE0G46djwDqx0B1_tdQm_DQGnp-dtyeKJ0czQSAinyLnycyoRoYqLNJ9Q8uSkfSVY6uaTqW_SeDKZ_g3VgH&s=1,fb_post,0.1983288377523422
Metro,0,"Irfan Halim ‘fought hard to be with his four children every day’ while on a ventilator, but tragically, he couldn’t be saved.",corona,2021-11-19T12:15:00+0000,https://l.facebook.com/l.php?u=https%3A%2F%2Fmetro.co.uk%2F2021%2F11%2F19%2Fnhs-surgeon-who-worked-on-covid-frontline-dies-after-catching-virus-15630157%2F%3Fito%3Dfacebook%7Csocial%7Cmetroukfacebook&h=AT00XrGLBRx9WDqhaxz6_8wKQxDFrka28UBWS-sckhTaiFByNBlq7u-YFezCHOLgDiOFbVJ-O6wWsHdYox7RWPrXbdd_EmJDE-8T2TImBrfSFqqHZHu89dE6XjNTXKSaxcV8dkZOeUFjE28hsnuK&s=1,fb_post,0.6409510970115662
BBC News,1,"US death toll passes 600,000 as vaccination rate slows",corona,2021-06-15T21:41:01+0000,https://l.facebook.com/l.php?u=https%3A%2F%2Fbbc.in%2F3gpuKcf&h=AT31DKviNe6Elpx6o09GYaZ36HgzeNwU9wYuTbjKSCIz7uLNZlw_7E3yokLKeHZaW5kDLazLNmvGWpy6h11LiS4bupxiQB0IkxIhE7hh5P2vQNATPibLpy6zsOiOrObt3t6eQ-I8ZwdsTmx2tZeZ&s=1,fb_post,0.2642501592636108
Daily Mail,1,Ariana Grande stalker allegedly brandished a knife and 'threatened to kill her',crime,2021-09-22T23:45:10+0000,https://l.facebook.com/l.php?u=https%3A%2F%2Fwww.dailymail.co.uk%2Ftvshowbiz%2Farticle-10013645%2FAriana-Grande-requests-restraining-order-against-stalker-threatened-kill-her.html%3Fito%3Dsocial-facebook&h=AT2QjEkROZ1E9Z66Pz_gRaGa36BiOqe2g7zQgUPcwsDE7TBO69EpHDdDOu7l06jDoRMGiSTB3TcL4Ow1lEjV31rc_o-AiqJ9sXpDBi6fxPwDzZeHfgBQ4_8cNudjVQvhgzKOHaugFvcXTNR6ELH9&s=1,fb_post,0.4047551155090332
Daily Mail,0,"That's his last memory of his daughter,' District Attorney Tom Quinn told WCVB.",crime,2021-12-05T07:45:20+0000,https://www.dailymail.co.uk/news/article-10276547/DNA-conch-shell-linked-half-brother-victim-crack-20-year-old-cold-case.html?ito=social-facebook,article,0.5215936899185181
Daily Mail,1,Merkel and Macron are set to back illegal EU plan to block exports of AstraZeneca vaccine to Britain that could hit 20% of supply - as London officials warn UK must get the doses it 'developed and paid for',corona,2021-03-20T22:01:11+0000,https://www.dailymail.co.uk/news/article-9384659/Merkel-Macron-set-illegal-EU-plan.html?ito=social-facebook,article,0.333252340555191
